"","Country","Year","Gas","Unit","EU","Emissions_tot","rank","Sector","Emissions","Percentage","tot"
"1194","Canada",1981,"CO2","MtCO₂e",0,414,10,"Total excluding LULUCF",414,100,100
"1195","Canada",1981,"CO2","MtCO₂e",0,414,10,"Agriculture",0.75,0.2,100
"1196","Canada",1982,"CO2","MtCO₂e",0,397,10,"Total excluding LULUCF",397,100,100
"1197","Canada",1982,"CO2","MtCO₂e",0,397,10,"Energy",367,92.4,100
"1198","Canada",1982,"CO2","MtCO₂e",0,397,10,"Agriculture",0.87,0.2,100
"1199","Canada",1982,"CO2","MtCO₂e",0,397,10,"Industrial Processes and Product Use",28.3,7.1,100
"1200","Canada",1982,"CO2","MtCO₂e",0,397,10,"Waste",1.28,0.3,100
"1201","Canada",1987,"CO2","MtCO₂e",0,418,10,"Agriculture",1.15,0.3,100
"1202","Canada",1987,"CO2","MtCO₂e",0,418,10,"Energy",381,91.1,100
"1203","Canada",1987,"CO2","MtCO₂e",0,418,10,"Waste",1.31,0.3,100
"1204","Canada",1987,"CO2","MtCO₂e",0,418,10,"Total excluding LULUCF",418,100,100
"1205","Canada",1987,"CO2","MtCO₂e",0,418,10,"Industrial Processes and Product Use",34.5,8.3,100
"1206","Canada",1988,"CO2","MtCO₂e",0,441,10,"Energy",404,91.6,100
"1207","Canada",1988,"CO2","MtCO₂e",0,441,10,"Industrial Processes and Product Use",34.6,7.8,100
"1208","Canada",1988,"CO2","MtCO₂e",0,441,10,"Total excluding LULUCF",441,100,100
"1209","Canada",1988,"CO2","MtCO₂e",0,441,10,"Waste",1.33,0.3,100
"1210","Canada",1988,"CO2","MtCO₂e",0,441,10,"Agriculture",1.2,0.3,100
"1211","Canada",1989,"CO2","MtCO₂e",0,448,10,"Industrial Processes and Product Use",35.9,8,100
"1212","Canada",1989,"CO2","MtCO₂e",0,448,10,"Energy",409,91.3,100
"1213","Canada",1989,"CO2","MtCO₂e",0,448,10,"Waste",1.36,0.3,100
"1214","Canada",1989,"CO2","MtCO₂e",0,448,10,"Agriculture",1.23,0.3,100
"1215","Canada",1989,"CO2","MtCO₂e",0,448,10,"Total excluding LULUCF",448,100,100
"1216","Canada",1990,"CO2","MtCO₂e",0,463,9,"Energy",428,92.4,100
"1217","Canada",1990,"CO2","MtCO₂e",0,463,9,"Agriculture",1.19,0.3,100
"1218","Canada",1990,"CO2","MtCO₂e",0,463,9,"Waste",0.21,0,100
"1219","Canada",1990,"CO2","MtCO₂e",0,463,9,"Industrial Processes and Product Use",33.5,7.2,100
"1220","Canada",1990,"CO2","MtCO₂e",0,463,9,"Total excluding LULUCF",463,100,100
"1221","Canada",1991,"CO2","MtCO₂e",0,454,10,"Waste",0.22,0,100
"1222","Canada",1991,"CO2","MtCO₂e",0,454,10,"Industrial Processes and Product Use",34.6,7.6,100
"1223","Canada",1991,"CO2","MtCO₂e",0,454,10,"Energy",418,92.1,100
"1224","Canada",1991,"CO2","MtCO₂e",0,454,10,"Total excluding LULUCF",454,100,100
"1225","Canada",1991,"CO2","MtCO₂e",0,454,10,"Agriculture",1.13,0.2,100
"1226","Canada",1992,"CO2","MtCO₂e",0,468,9,"Waste",0.24,0.1,100
"1227","Canada",1992,"CO2","MtCO₂e",0,468,9,"Energy",432,92.3,100
"1228","Canada",1992,"CO2","MtCO₂e",0,468,9,"Industrial Processes and Product Use",34.3,7.3,100
"1229","Canada",1992,"CO2","MtCO₂e",0,468,9,"Total excluding LULUCF",468,100,100
"1230","Canada",1992,"CO2","MtCO₂e",0,468,9,"Agriculture",1.2,0.3,100
"1231","Canada",1993,"CO2","MtCO₂e",0,468,9,"Waste",0.25,0.1,100
"1232","Canada",1993,"CO2","MtCO₂e",0,468,9,"Industrial Processes and Product Use",36,7.7,100
"1233","Canada",1993,"CO2","MtCO₂e",0,468,9,"Energy",431,92.1,100
"1234","Canada",1993,"CO2","MtCO₂e",0,468,9,"Agriculture",1.19,0.3,100
"1235","Canada",1993,"CO2","MtCO₂e",0,468,9,"Total excluding LULUCF",468,100,100
"1236","Canada",1994,"CO2","MtCO₂e",0,483,8,"Agriculture",1.38,0.3,100
"1237","Canada",1994,"CO2","MtCO₂e",0,483,8,"Energy",445,92.1,100
"1238","Canada",1994,"CO2","MtCO₂e",0,483,8,"Total excluding LULUCF",483,100,100
"1239","Canada",1994,"CO2","MtCO₂e",0,483,8,"Waste",0.28,0.1,100
"1240","Canada",1994,"CO2","MtCO₂e",0,483,8,"Industrial Processes and Product Use",36.6,7.6,100
"1241","Canada",1995,"CO2","MtCO₂e",0,495,8,"Energy",456,92.1,100
"1242","Canada",1995,"CO2","MtCO₂e",0,495,8,"Agriculture",1.5,0.3,100
"1243","Canada",1995,"CO2","MtCO₂e",0,495,8,"Industrial Processes and Product Use",37.6,7.6,100
"1244","Canada",1995,"CO2","MtCO₂e",0,495,8,"Waste",0.31,0.1,100
"1245","Canada",1995,"CO2","MtCO₂e",0,495,8,"Total excluding LULUCF",495,100,100
"1246","Canada",1996,"CO2","MtCO₂e",0,512,8,"Waste",0.28,0.1,100
"1247","Canada",1996,"CO2","MtCO₂e",0,512,8,"Energy",471,92,100
"1248","Canada",1996,"CO2","MtCO₂e",0,512,8,"Agriculture",1.48,0.3,100
"1249","Canada",1996,"CO2","MtCO₂e",0,512,8,"Industrial Processes and Product Use",39.1,7.6,100
"1250","Canada",1996,"CO2","MtCO₂e",0,512,8,"Total excluding LULUCF",512,100,100
"1251","Canada",1997,"CO2","MtCO₂e",0,526,8,"Waste",0.26,0,100
"1252","Canada",1997,"CO2","MtCO₂e",0,526,8,"Total excluding LULUCF",526,100,100
"1253","Canada",1997,"CO2","MtCO₂e",0,526,8,"Agriculture",1.6,0.3,100
"1254","Canada",1997,"CO2","MtCO₂e",0,526,8,"Energy",484,92,100
"1255","Canada",1997,"CO2","MtCO₂e",0,526,8,"Industrial Processes and Product Use",39.9,7.6,100
"1256","Canada",1998,"CO2","MtCO₂e",0,535,8,"Total excluding LULUCF",535,100,100
"1257","Canada",1998,"CO2","MtCO₂e",0,535,8,"Agriculture",1.66,0.3,100
"1258","Canada",1998,"CO2","MtCO₂e",0,535,8,"Waste",0.29,0.1,100
"1259","Canada",1998,"CO2","MtCO₂e",0,535,8,"Industrial Processes and Product Use",40.2,7.5,100
"1260","Canada",1998,"CO2","MtCO₂e",0,535,8,"Energy",492,92,100
"1261","Canada",1999,"CO2","MtCO₂e",0,551,8,"Energy",508,92.2,100
"1262","Canada",1999,"CO2","MtCO₂e",0,551,8,"Waste",0.27,0,100
"1263","Canada",1999,"CO2","MtCO₂e",0,551,8,"Industrial Processes and Product Use",41.2,7.5,100
"1264","Canada",1999,"CO2","MtCO₂e",0,551,8,"Agriculture",1.54,0.3,100
"1265","Canada",1999,"CO2","MtCO₂e",0,551,8,"Total excluding LULUCF",551,100,100
"1266","Canada",2000,"CO2","MtCO₂e",0,573,7,"Total excluding LULUCF",573,100,100
"1267","Canada",2000,"CO2","MtCO₂e",0,573,7,"Agriculture",1.64,0.3,100
"1268","Canada",2000,"CO2","MtCO₂e",0,573,7,"Waste",0.31,0.1,100
"1269","Canada",2000,"CO2","MtCO₂e",0,573,7,"Industrial Processes and Product Use",40.7,7.1,100
"1270","Canada",2000,"CO2","MtCO₂e",0,573,7,"Energy",530,92.5,100
"1271","Canada",2001,"CO2","MtCO₂e",0,566,8,"Total excluding LULUCF",566,100,100
"1272","Canada",2001,"CO2","MtCO₂e",0,566,8,"Waste",0.33,0.1,100
"1273","Canada",2001,"CO2","MtCO₂e",0,566,8,"Industrial Processes and Product Use",39.6,7,100
"1274","Canada",2001,"CO2","MtCO₂e",0,566,8,"Agriculture",1.4,0.2,100
"1275","Canada",2001,"CO2","MtCO₂e",0,566,8,"Energy",525,92.8,100
"1276","Canada",2002,"CO2","MtCO₂e",0,572,7,"Waste",0.34,0.1,100
"1277","Canada",2002,"CO2","MtCO₂e",0,572,7,"Agriculture",1.52,0.3,100
"1278","Canada",2002,"CO2","MtCO₂e",0,572,7,"Industrial Processes and Product Use",41,7.2,100
"1279","Canada",2002,"CO2","MtCO₂e",0,572,7,"Energy",529,92.5,100
"1280","Canada",2002,"CO2","MtCO₂e",0,572,7,"Total excluding LULUCF",572,100,100
"1281","Canada",2003,"CO2","MtCO₂e",0,588,7,"Waste",0.27,0,100
"1282","Canada",2003,"CO2","MtCO₂e",0,588,7,"Industrial Processes and Product Use",43.1,7.3,100
"1283","Canada",2003,"CO2","MtCO₂e",0,588,7,"Agriculture",1.58,0.3,100
"1284","Canada",2003,"CO2","MtCO₂e",0,588,7,"Total excluding LULUCF",588,100,100
"1285","Canada",2003,"CO2","MtCO₂e",0,588,7,"Energy",543,92.3,100
"1286","Canada",2004,"CO2","MtCO₂e",0,587,7,"Agriculture",1.48,0.3,100
"1287","Canada",2004,"CO2","MtCO₂e",0,587,7,"Total excluding LULUCF",587,100,100
"1288","Canada",2004,"CO2","MtCO₂e",0,587,7,"Energy",540,92,100
"1289","Canada",2004,"CO2","MtCO₂e",0,587,7,"Industrial Processes and Product Use",45,7.7,100
"1290","Canada",2004,"CO2","MtCO₂e",0,587,7,"Waste",0.3,0.1,100
"1291","Canada",2005,"CO2","MtCO₂e",0,577,7,"Total excluding LULUCF",577,100,100
"1292","Canada",2005,"CO2","MtCO₂e",0,577,7,"Energy",534,92.5,100
"1293","Canada",2005,"CO2","MtCO₂e",0,577,7,"Waste",0.29,0.1,100
"1294","Canada",2005,"CO2","MtCO₂e",0,577,7,"Agriculture",1.42,0.2,100
"1295","Canada",2005,"CO2","MtCO₂e",0,577,7,"Industrial Processes and Product Use",41.9,7.3,100
"1296","Canada",2006,"CO2","MtCO₂e",0,572,7,"Waste",0.27,0,100
"1297","Canada",2006,"CO2","MtCO₂e",0,572,7,"Agriculture",1.47,0.3,100
"1298","Canada",2006,"CO2","MtCO₂e",0,572,7,"Industrial Processes and Product Use",44.2,7.7,100
"1299","Canada",2006,"CO2","MtCO₂e",0,572,7,"Total excluding LULUCF",572,100,100
"1300","Canada",2006,"CO2","MtCO₂e",0,572,7,"Energy",526,92,100
"1301","Canada",2007,"CO2","MtCO₂e",0,596,7,"Agriculture",1.74,0.3,100
"1302","Canada",2007,"CO2","MtCO₂e",0,596,7,"Waste",0.25,0,100
"1303","Canada",2007,"CO2","MtCO₂e",0,596,7,"Total excluding LULUCF",596,100,100
"1304","Canada",2007,"CO2","MtCO₂e",0,596,7,"Energy",551,92.4,100
"1305","Canada",2007,"CO2","MtCO₂e",0,596,7,"Industrial Processes and Product Use",43.2,7.2,100
"1306","Canada",2008,"CO2","MtCO₂e",0,577,7,"Waste",0.27,0,100
"1307","Canada",2008,"CO2","MtCO₂e",0,577,7,"Total excluding LULUCF",577,100,100
"1308","Canada",2008,"CO2","MtCO₂e",0,577,7,"Industrial Processes and Product Use",41.8,7.2,100
"1309","Canada",2008,"CO2","MtCO₂e",0,577,7,"Energy",533,92.4,100
"1310","Canada",2008,"CO2","MtCO₂e",0,577,7,"Agriculture",1.72,0.3,100
"1311","Canada",2009,"CO2","MtCO₂e",0,544,9,"Total excluding LULUCF",544,100,100
"1312","Canada",2009,"CO2","MtCO₂e",0,544,9,"Agriculture",1.84,0.3,100
"1313","Canada",2009,"CO2","MtCO₂e",0,544,9,"Energy",505,92.8,100
"1314","Canada",2009,"CO2","MtCO₂e",0,544,9,"Industrial Processes and Product Use",36.2,6.7,100
"1315","Canada",2009,"CO2","MtCO₂e",0,544,9,"Waste",0.24,0,100
"1316","Canada",2010,"CO2","MtCO₂e",0,557,9,"Industrial Processes and Product Use",40,7.2,100
"1317","Canada",2010,"CO2","MtCO₂e",0,557,9,"Total excluding LULUCF",557,100,100
"1318","Canada",2010,"CO2","MtCO₂e",0,557,9,"Energy",515,92.5,100
"1319","Canada",2010,"CO2","MtCO₂e",0,557,9,"Agriculture",1.79,0.3,100
"1320","Canada",2010,"CO2","MtCO₂e",0,557,9,"Waste",0.24,0,100
"1321","Canada",2011,"CO2","MtCO₂e",0,568,9,"Waste",0.23,0,100
"1322","Canada",2011,"CO2","MtCO₂e",0,568,9,"Energy",522,91.9,100
"1323","Canada",2011,"CO2","MtCO₂e",0,568,9,"Industrial Processes and Product Use",42.9,7.6,100
"1324","Canada",2011,"CO2","MtCO₂e",0,568,9,"Total excluding LULUCF",568,100,100
"1325","Canada",2011,"CO2","MtCO₂e",0,568,9,"Agriculture",2,0.4,100
"1326","Canada",2012,"CO2","MtCO₂e",0,571,9,"Waste",0.16,0,100
"1327","Canada",2012,"CO2","MtCO₂e",0,571,9,"Energy",522,91.4,100
"1328","Canada",2012,"CO2","MtCO₂e",0,571,9,"Total excluding LULUCF",571,100,100
"1329","Canada",2012,"CO2","MtCO₂e",0,571,9,"Industrial Processes and Product Use",46.5,8.1,100
"1330","Canada",2012,"CO2","MtCO₂e",0,571,9,"Agriculture",2.33,0.4,100
"1331","Canada",2013,"CO2","MtCO₂e",0,577,9,"Total excluding LULUCF",577,100,100
"1332","Canada",2013,"CO2","MtCO₂e",0,577,9,"Waste",0.16,0,100
"1333","Canada",2013,"CO2","MtCO₂e",0,577,9,"Industrial Processes and Product Use",43.2,7.5,100
"1334","Canada",2013,"CO2","MtCO₂e",0,577,9,"Energy",531,92,100
"1335","Canada",2013,"CO2","MtCO₂e",0,577,9,"Agriculture",2.68,0.5,100
"1336","Canada",2014,"CO2","MtCO₂e",0,577,9,"Total excluding LULUCF",577,100,100
"1337","Canada",2014,"CO2","MtCO₂e",0,577,9,"Waste",0.19,0,100
"1338","Canada",2014,"CO2","MtCO₂e",0,577,9,"Industrial Processes and Product Use",40.8,7.1,100
"1339","Canada",2014,"CO2","MtCO₂e",0,577,9,"Energy",533,92.4,100
"1340","Canada",2014,"CO2","MtCO₂e",0,577,9,"Agriculture",2.5,0.4,100
"1341","Canada",2015,"CO2","MtCO₂e",0,577,9,"Agriculture",2.57,0.4,100
"1342","Canada",2015,"CO2","MtCO₂e",0,577,9,"Industrial Processes and Product Use",40.3,7,100
"1343","Canada",2015,"CO2","MtCO₂e",0,577,9,"Waste",0.21,0,100
"1344","Canada",2015,"CO2","MtCO₂e",0,577,9,"Energy",534,92.5,100
"1345","Canada",2015,"CO2","MtCO₂e",0,577,9,"Total excluding LULUCF",577,100,100
"1346","Canada",2016,"CO2","MtCO₂e",0,565,10,"Industrial Processes and Product Use",41.2,7.3,100
"1347","Canada",2016,"CO2","MtCO₂e",0,565,10,"Total excluding LULUCF",565,100,100
"1348","Canada",2016,"CO2","MtCO₂e",0,565,10,"Waste",0.21,0,100
"1349","Canada",2016,"CO2","MtCO₂e",0,565,10,"Agriculture",2.54,0.4,100
"1350","Canada",2016,"CO2","MtCO₂e",0,565,10,"Energy",521,92.2,100
"1351","Canada",2017,"CO2","MtCO₂e",0,574,10,"Waste",0.21,0,100
"1352","Canada",2017,"CO2","MtCO₂e",0,574,10,"Energy",531,92.5,100
"1353","Canada",2017,"CO2","MtCO₂e",0,574,10,"Industrial Processes and Product Use",39.9,7,100
"1354","Canada",2017,"CO2","MtCO₂e",0,574,10,"Total excluding LULUCF",574,100,100
"1355","Canada",2017,"CO2","MtCO₂e",0,574,10,"Agriculture",2.51,0.4,100
"1356","Canada",2018,"CO2","MtCO₂e",0,587,10,"Industrial Processes and Product Use",41.1,7,100
"1357","Canada",2018,"CO2","MtCO₂e",0,587,10,"Waste",0.21,0,100
"1358","Canada",2018,"CO2","MtCO₂e",0,587,10,"Energy",543,92.5,100
"1359","Canada",2018,"CO2","MtCO₂e",0,587,10,"Agriculture",2.61,0.4,100
"1360","Canada",2018,"CO2","MtCO₂e",0,587,10,"Total excluding LULUCF",587,100,100
"1361","China",1853,"CO2","MtCO₂e",0,0.73,9,"Total excluding LULUCF",0.73,100,1
"1362","China",1853,"CO2","MtCO₂e",0,0.73,9,"Industrial Processes and Product Use",0,0,1
"1363","China",1853,"CO2","MtCO₂e",0,0.73,9,"Agriculture",0,0,1
"1364","China",1853,"CO2","MtCO₂e",0,0.73,9,"Energy",0.01,1.4,1
"1365","China",1853,"CO2","MtCO₂e",0,0.73,9,"Waste",0,0,1
"1366","China",1854,"CO2","MtCO₂e",0,0.97,9,"Energy",0.01,1,1
"1367","China",1854,"CO2","MtCO₂e",0,0.97,9,"Total excluding LULUCF",0.97,100,1
"1368","China",1854,"CO2","MtCO₂e",0,0.97,9,"Agriculture",0,0,1
"1369","China",1854,"CO2","MtCO₂e",0,0.97,9,"Waste",0,0,1
"1370","China",1854,"CO2","MtCO₂e",0,0.97,9,"Industrial Processes and Product Use",0,0,1
"1371","China",1855,"CO2","MtCO₂e",0,1.21,9,"Total excluding LULUCF",1.21,100,1
"1372","China",1855,"CO2","MtCO₂e",0,1.21,9,"Waste",0,0,1
"1373","China",1855,"CO2","MtCO₂e",0,1.21,9,"Energy",0.01,0.8,1
"1374","China",1855,"CO2","MtCO₂e",0,1.21,9,"Agriculture",0,0,1
"1375","China",1855,"CO2","MtCO₂e",0,1.21,9,"Industrial Processes and Product Use",0,0,1
"1376","China",1856,"CO2","MtCO₂e",0,1.45,9,"Industrial Processes and Product Use",0,0,1
"1377","China",1856,"CO2","MtCO₂e",0,1.45,9,"Energy",0.02,1.4,1
"1378","China",1856,"CO2","MtCO₂e",0,1.45,9,"Waste",0,0,1
"1379","China",1856,"CO2","MtCO₂e",0,1.45,9,"Total excluding LULUCF",1.45,100,1
"1380","China",1856,"CO2","MtCO₂e",0,1.45,9,"Agriculture",0,0,1
"1381","China",1857,"CO2","MtCO₂e",0,1.69,9,"Energy",0.02,1.2,1
"1382","China",1857,"CO2","MtCO₂e",0,1.69,9,"Total excluding LULUCF",1.69,100,1
"1383","China",1857,"CO2","MtCO₂e",0,1.69,9,"Industrial Processes and Product Use",0,0,1
"1384","China",1857,"CO2","MtCO₂e",0,1.69,9,"Waste",0,0,1
"1385","China",1857,"CO2","MtCO₂e",0,1.69,9,"Agriculture",0,0,1
"1386","China",1858,"CO2","MtCO₂e",0,1.93,9,"Energy",0.02,1,1
"1387","China",1858,"CO2","MtCO₂e",0,1.93,9,"Agriculture",0,0,1
"1388","China",1858,"CO2","MtCO₂e",0,1.93,9,"Waste",0,0,1
"1389","China",1858,"CO2","MtCO₂e",0,1.93,9,"Industrial Processes and Product Use",0,0,1
"1390","China",1858,"CO2","MtCO₂e",0,1.93,9,"Total excluding LULUCF",1.93,100,1
"1391","China",1859,"CO2","MtCO₂e",0,2.17,9,"Total excluding LULUCF",2.17,100,1
"1392","China",1859,"CO2","MtCO₂e",0,2.17,9,"Industrial Processes and Product Use",0,0,1
"1393","China",1859,"CO2","MtCO₂e",0,2.17,9,"Waste",0,0,1
"1394","China",1859,"CO2","MtCO₂e",0,2.17,9,"Energy",0.02,0.9,1
"1395","China",1859,"CO2","MtCO₂e",0,2.17,9,"Agriculture",0,0,1
"1396","China",1860,"CO2","MtCO₂e",0,2.41,9,"Agriculture",0,0,1
"1397","China",1860,"CO2","MtCO₂e",0,2.41,9,"Waste",0,0,1
"1398","China",1860,"CO2","MtCO₂e",0,2.41,9,"Total excluding LULUCF",2.41,100,1
"1399","China",1860,"CO2","MtCO₂e",0,2.41,9,"Energy",0.02,0.8,1
"1400","China",1860,"CO2","MtCO₂e",0,2.41,9,"Industrial Processes and Product Use",0,0,1
"1401","China",1861,"CO2","MtCO₂e",0,2.64,9,"Waste",0,0,1
"1402","China",1861,"CO2","MtCO₂e",0,2.64,9,"Industrial Processes and Product Use",0,0,1
"1403","China",1861,"CO2","MtCO₂e",0,2.64,9,"Total excluding LULUCF",2.64,100,1
"1404","China",1861,"CO2","MtCO₂e",0,2.64,9,"Agriculture",0,0,1
"1405","China",1861,"CO2","MtCO₂e",0,2.64,9,"Energy",0.02,0.8,1
"1406","China",1862,"CO2","MtCO₂e",0,2.88,9,"Agriculture",0,0,1
"1407","China",1862,"CO2","MtCO₂e",0,2.88,9,"Total excluding LULUCF",2.88,100,1
"1408","China",1862,"CO2","MtCO₂e",0,2.88,9,"Industrial Processes and Product Use",0,0,1
"1409","China",1862,"CO2","MtCO₂e",0,2.88,9,"Waste",0,0,1
"1410","China",1862,"CO2","MtCO₂e",0,2.88,9,"Energy",0.02,0.7,1
"1411","China",1863,"CO2","MtCO₂e",0,3.12,9,"Waste",0,0,1
"1412","China",1863,"CO2","MtCO₂e",0,3.12,9,"Agriculture",0,0,1
"1413","China",1863,"CO2","MtCO₂e",0,3.12,9,"Industrial Processes and Product Use",0,0,1
"1414","China",1863,"CO2","MtCO₂e",0,3.12,9,"Energy",0.02,0.6,1
"1415","China",1863,"CO2","MtCO₂e",0,3.12,9,"Total excluding LULUCF",3.12,100,1
"1416","China",1864,"CO2","MtCO₂e",0,3.36,8,"Energy",0.02,0.6,1
"1417","China",1864,"CO2","MtCO₂e",0,3.36,8,"Industrial Processes and Product Use",0,0,1
"1418","China",1864,"CO2","MtCO₂e",0,3.36,8,"Total excluding LULUCF",3.36,100,1
"1419","China",1864,"CO2","MtCO₂e",0,3.36,8,"Agriculture",0,0,1
"1420","China",1864,"CO2","MtCO₂e",0,3.36,8,"Waste",0,0,1
"1421","China",1865,"CO2","MtCO₂e",0,3.6,9,"Waste",0,0,1
"1422","China",1865,"CO2","MtCO₂e",0,3.6,9,"Agriculture",0,0,1
"1423","China",1865,"CO2","MtCO₂e",0,3.6,9,"Energy",0.02,0.6,1
"1424","China",1865,"CO2","MtCO₂e",0,3.6,9,"Total excluding LULUCF",3.6,100,1
"1425","China",1865,"CO2","MtCO₂e",0,3.6,9,"Industrial Processes and Product Use",0,0,1
"1426","China",1866,"CO2","MtCO₂e",0,3.84,8,"Energy",0.02,0.5,0
"1427","China",1866,"CO2","MtCO₂e",0,3.84,8,"Waste",0,0,0
"1428","China",1866,"CO2","MtCO₂e",0,3.84,8,"Total excluding LULUCF",3.84,100,0
"1429","China",1866,"CO2","MtCO₂e",0,3.84,8,"Industrial Processes and Product Use",0,0,0
"1430","China",1866,"CO2","MtCO₂e",0,3.84,8,"Agriculture",0,0,0
"1431","China",1867,"CO2","MtCO₂e",0,4.08,8,"Total excluding LULUCF",4.08,100,1
"1432","China",1867,"CO2","MtCO₂e",0,4.08,8,"Industrial Processes and Product Use",0,0,1
"1433","China",1867,"CO2","MtCO₂e",0,4.08,8,"Energy",0.03,0.7,1
"1434","China",1867,"CO2","MtCO₂e",0,4.08,8,"Waste",0,0,1
"1435","China",1867,"CO2","MtCO₂e",0,4.08,8,"Agriculture",0,0,1
"1436","China",1868,"CO2","MtCO₂e",0,4.32,8,"Energy",0.03,0.7,1
"1437","China",1868,"CO2","MtCO₂e",0,4.32,8,"Waste",0,0,1
"1438","China",1868,"CO2","MtCO₂e",0,4.32,8,"Agriculture",0,0,1
"1439","China",1868,"CO2","MtCO₂e",0,4.32,8,"Total excluding LULUCF",4.32,100,1
"1440","China",1868,"CO2","MtCO₂e",0,4.32,8,"Industrial Processes and Product Use",0,0,1
"1441","China",1869,"CO2","MtCO₂e",0,4.56,8,"Waste",0,0,1
"1442","China",1869,"CO2","MtCO₂e",0,4.56,8,"Industrial Processes and Product Use",0,0,1
"1443","China",1869,"CO2","MtCO₂e",0,4.56,8,"Energy",0.03,0.7,1
"1444","China",1869,"CO2","MtCO₂e",0,4.56,8,"Agriculture",0,0,1
"1445","China",1869,"CO2","MtCO₂e",0,4.56,8,"Total excluding LULUCF",4.56,100,1
"1446","China",1870,"CO2","MtCO₂e",0,4.8,9,"Waste",0,0,1
"1447","China",1870,"CO2","MtCO₂e",0,4.8,9,"Total excluding LULUCF",4.8,100,1
"1448","China",1870,"CO2","MtCO₂e",0,4.8,9,"Industrial Processes and Product Use",0,0,1
"1449","China",1870,"CO2","MtCO₂e",0,4.8,9,"Agriculture",0,0,1
"1450","China",1870,"CO2","MtCO₂e",0,4.8,9,"Energy",0.03,0.6,1
"1451","China",1871,"CO2","MtCO₂e",0,5.04,8,"Energy",0.03,0.6,1
"1452","China",1871,"CO2","MtCO₂e",0,5.04,8,"Industrial Processes and Product Use",0,0,1
"1453","China",1871,"CO2","MtCO₂e",0,5.04,8,"Total excluding LULUCF",5.04,100,1
"1454","China",1871,"CO2","MtCO₂e",0,5.04,8,"Agriculture",0,0,1
"1455","China",1871,"CO2","MtCO₂e",0,5.04,8,"Waste",0,0,1
"1456","China",1872,"CO2","MtCO₂e",0,5.28,9,"Energy",0.03,0.6,1
"1457","China",1872,"CO2","MtCO₂e",0,5.28,9,"Total excluding LULUCF",5.28,100,1
"1458","China",1872,"CO2","MtCO₂e",0,5.28,9,"Waste",0,0,1
"1459","China",1872,"CO2","MtCO₂e",0,5.28,9,"Industrial Processes and Product Use",0,0,1
"1460","China",1872,"CO2","MtCO₂e",0,5.28,9,"Agriculture",0,0,1
"1461","China",1873,"CO2","MtCO₂e",0,5.52,9,"Waste",0,0,0
"1462","China",1873,"CO2","MtCO₂e",0,5.52,9,"Energy",0.03,0.5,0
"1463","China",1873,"CO2","MtCO₂e",0,5.52,9,"Industrial Processes and Product Use",0,0,0
"1464","China",1873,"CO2","MtCO₂e",0,5.52,9,"Agriculture",0,0,0
"1465","China",1873,"CO2","MtCO₂e",0,5.52,9,"Total excluding LULUCF",5.52,100,0
"1466","China",1874,"CO2","MtCO₂e",0,5.76,9,"Energy",0.04,0.7,1
"1467","China",1874,"CO2","MtCO₂e",0,5.76,9,"Industrial Processes and Product Use",0,0,1
"1468","China",1874,"CO2","MtCO₂e",0,5.76,9,"Agriculture",0,0,1
"1469","China",1874,"CO2","MtCO₂e",0,5.76,9,"Waste",0,0,1
"1470","China",1874,"CO2","MtCO₂e",0,5.76,9,"Total excluding LULUCF",5.76,100,1
"1471","China",1875,"CO2","MtCO₂e",0,6,9,"Waste",0,0,1
"1472","China",1875,"CO2","MtCO₂e",0,6,9,"Agriculture",0,0,1
"1473","China",1875,"CO2","MtCO₂e",0,6,9,"Energy",0.04,0.7,1
"1474","China",1875,"CO2","MtCO₂e",0,6,9,"Industrial Processes and Product Use",0,0,1
"1475","China",1875,"CO2","MtCO₂e",0,6,9,"Total excluding LULUCF",6,100,1
"1476","China",1876,"CO2","MtCO₂e",0,6.25,9,"Energy",0.04,0.6,1
"1477","China",1876,"CO2","MtCO₂e",0,6.25,9,"Total excluding LULUCF",6.25,100,1
"1478","China",1876,"CO2","MtCO₂e",0,6.25,9,"Waste",0,0,1
"1479","China",1876,"CO2","MtCO₂e",0,6.25,9,"Industrial Processes and Product Use",0,0,1
"1480","China",1876,"CO2","MtCO₂e",0,6.25,9,"Agriculture",0,0,1
"1481","China",1877,"CO2","MtCO₂e",0,6.49,9,"Energy",0.04,0.6,1
"1482","China",1877,"CO2","MtCO₂e",0,6.49,9,"Agriculture",0,0,1
"1483","China",1877,"CO2","MtCO₂e",0,6.49,9,"Waste",0,0,1
"1484","China",1877,"CO2","MtCO₂e",0,6.49,9,"Total excluding LULUCF",6.49,100,1
"1485","China",1877,"CO2","MtCO₂e",0,6.49,9,"Industrial Processes and Product Use",0,0,1
"1486","China",1878,"CO2","MtCO₂e",0,6.73,9,"Industrial Processes and Product Use",0,0,1
"1487","China",1878,"CO2","MtCO₂e",0,6.73,9,"Total excluding LULUCF",6.73,100,1
"1488","China",1878,"CO2","MtCO₂e",0,6.73,9,"Energy",0.04,0.6,1
"1489","China",1878,"CO2","MtCO₂e",0,6.73,9,"Waste",0,0,1
"1490","China",1878,"CO2","MtCO₂e",0,6.73,9,"Agriculture",0,0,1
"1491","China",1879,"CO2","MtCO₂e",0,6.97,10,"Waste",0,0,1
"1492","China",1879,"CO2","MtCO₂e",0,6.97,10,"Agriculture",0,0,1
"1493","China",1879,"CO2","MtCO₂e",0,6.97,10,"Energy",0.05,0.7,1
